Year,Age Group,Sex,"Death Rate Per 100,000"
2000,65-69 years,Male,2505.60
2000,65-69 years,Female,1932.30
2000,65-69 years,Both,2211.80
2000,70-74 years,Male,3913.10
2000,70-74 years,Female,3356.60
2000,70-74 years,Both,3616.60
2000,75-79 years,Male,6106.90
2000,75-79 years,Female,5772.00
2000,75-79 years,Both,5923.60
2000,80+ years,Male,12470.40
2000,80+ years,Female,13140.60
2000,80+ years,Both,12859.80
2000,All ages,Male,488.80
2000,All ages,Female,435.30
2000,All ages,Both,462.40
2010,0-6 days,Male,60041.90
2010,0-6 days,Female,41308.00
2010,0-6 days,Both,50897.60
2010,7-27 days,Male,5239.20
2010,7-27 days,Female,4006.00
2010,7-27 days,Both,4637.10
2010,28-364 days,Male,773.00
2010,28-364 days,Female,659.30
2010,28-364 days,Both,717.40
2010,1-4 years,Male,113.20
2010,1-4 years,Female,99.30
2010,1-4 years,Both,106.40
2010,5-9 years,Male,42.00
2010,5-9 years,Female,28.60
2010,5-9 years,Both,35.40
2010,10-14 years,Male,41.40
2010,10-14 years,Female,28.00
2010,10-14 years,Both,34.80
2010,15-19 years,Male,102.90
2010,15-19 years,Female,48.60
2010,15-19 years,Both,76.10
2010,20-24 years,Male,152.30
2010,20-24 years,Female,62.30
2010,20-24 years,Both,107.80
2010,25-29 years,Male,172.20
2010,25-29 years,Female,76.40
2010,25-29 years,Both,124.70
2010,30-34 years,Male,203.90
2010,30-34 years,Female,97.80
2010,30-34 years,Both,151.20
2010,35-39 years,Male,266.80
2010,35-39 years,Female,143.70
2010,35-39 years,Both,205.20
2010,40-44 years,Male,353.40
2010,40-44 years,Female,202.10
2010,40-44 years,Both,277.90
2010,45-49 years,Male,507.10
2010,45-49 years,Female,299.70
2010,45-49 years,Both,404.10
2010,50-54 years,Male,771.80
2010,50-54 years,Female,459.00
2010,50-54 years,Both,617.30
2010,55-59 years,Male,1175.20
2010,55-59 years,Female,678.10
2010,55-59 years,Both,931.20
2010,60-64 years,Male,1798.00
2010,60-64 years,Female,1138.40
2010,60-64 years,Both,1471.60
2010,65-69 years,Male,2812.80
2010,65-69 years,Female,1885.60
2010,65-69 years,Both,2345.80
2010,70-74 years,Male,4351.30
2010,70-74 years,Female,3272.50
2010,70-74 years,Both,3795.80
2010,75-79 years,Male,6706.20
2010,75-79 years,Female,5644.60
2010,75-79 years,Both,6140.20
2010,80+ years,Male,13822.30
2010,80+ years,Female,13477.40
2010,80+ years,Both,13624.80
2010,All ages,Male,576.10
2010,All ages,Female,466.60
2010,All ages,Both,521.90
1970,0-6 days,Male,160963.40
1970,0-6 days,Female,116421.10
1970,0-6 days,Both,139188.90
1970,7-27 days,Male,33123.10
1970,7-27 days,Female,25688.00
1970,7-27 days,Both,29473.40
1970,28-364 days,Male,5997.90
1970,28-364 days,Female,5397.90
1970,28-364 days,Both,5703.90
1970,1-4 years,Male,1199.30
1970,1-4 years,Female,1105.90
1970,1-4 years,Both,1153.60
1970,5-9 years,Male,167.40
1970,5-9 years,Female,132.40
1970,5-9 years,Both,150.00
1970,10-14 years,Male,105.60
1970,10-14 years,Female,84.90
1970,10-14 years,Both,95.30
1970,15-19 years,Male,155.40
1970,15-19 years,Female,117.80
1970,15-19 years,Both,136.50
1970,20-24 years,Male,221.50
1970,20-24 years,Female,168.20
1970,20-24 years,Both,196.70
1970,25-29 years,Male,241.50
1970,25-29 years,Female,209.80
1970,25-29 years,Both,226.20
1970,30-34 years,Male,278.50
1970,30-34 years,Female,254.30
1970,30-34 years,Both,266.80
1970,35-39 years,Male,357.20
1970,35-39 years,Female,344.90
1970,35-39 years,Both,351.20
1970,40-44 years,Male,491.90
1970,40-44 years,Female,428.10
1970,40-44 years,Both,459.40
1970,45-49 years,Male,725.10
1970,45-49 years,Female,581.60
1970,45-49 years,Both,647.60
1970,50-54 years,Male,1111.10
1970,50-54 years,Female,853.70
1970,50-54 years,Both,977.40
1970,55-59 years,Male,1663.40
1970,55-59 years,Female,1215.80
1970,55-59 years,Both,1437.70
1970,60-64 years,Male,2568.40
1970,60-64 years,Female,1980.90
1970,60-64 years,Both,2275.70
1970,65-69 years,Male,3802.90
1970,65-69 years,Female,3087.00
1970,65-69 years,Both,3450.90
1970,70-74 years,Male,5759.10
1970,70-74 years,Female,5127.60
1970,70-74 years,Both,5454.00
1970,75-79 years,Male,8592.70
1970,75-79 years,Female,8069.60
1970,75-79 years,Both,8323.70
1970,80+ years,Male,15078.70
1970,80+ years,Female,15015.60
1970,80+ years,Both,15044.70
1970,All ages,Male,1163.80
1970,All ages,Female,1000.40
1970,All ages,Both,1083.20
1980,0-6 days,Male,117665.40
1980,0-6 days,Female,85917.20
1980,0-6 days,Both,102149.90
1980,7-27 days,Male,16045.80
1980,7-27 days,Female,13339.30
1980,7-27 days,Both,14721.50
1980,28-364 days,Male,3008.80
1980,28-364 days,Female,2782.50
1980,28-364 days,Both,2898.10
1980,1-4 years,Male,454.20
1980,1-4 years,Female,417.30
1980,1-4 years,Both,436.20
1980,5-9 years,Male,97.20
1980,5-9 years,Female,77.40
1980,5-9 years,Both,87.40
1980,10-14 years,Male,70.10
1980,10-14 years,Female,55.90
1980,10-14 years,Both,63.10
1980,15-19 years,Male,124.10
1980,15-19 years,Female,85.40
1980,15-19 years,Both,104.90
1980,20-24 years,Male,180.20
1980,20-24 years,Female,115.30
1980,20-24 years,Both,147.90
1980,25-29 years,Male,195.30
1980,25-29 years,Female,140.40
1980,25-29 years,Both,167.70
1980,30-34 years,Male,224.20
1980,30-34 years,Female,175.00
1980,30-34 years,Both,201.20
1980,35-39 years,Male,290.70
1980,35-39 years,Female,247.90
1980,35-39 years,Both,269.90
1980,40-44 years,Male,400.90
1980,40-44 years,Female,323.60
1980,40-44 years,Both,363.10
1980,45-49 years,Male,592.20
1980,45-49 years,Female,454.40
1980,45-49 years,Both,524.50
1980,50-54 years,Male,913.50
1980,50-54 years,Female,677.00
1980,50-54 years,Both,791.60
1980,55-59 years,Male,1391.70
1980,55-59 years,Female,978.80
1980,55-59 years,Both,1164.40
1980,60-64 years,Male,2187.60
1980,60-64 years,Female,1586.00
1980,60-64 years,Both,1866.50
1980,65-69 years,Male,3306.90
1980,65-69 years,Female,2506.90
1980,65-69 years,Both,2887.80
1980,70-74 years,Male,5074.70
1980,70-74 years,Female,4206.80
1980,70-74 years,Both,4620.00
1980,75-79 years,Male,7696.70
1980,75-79 years,Female,6796.40
1980,75-79 years,Both,7224.80
1980,80+ years,Male,14115.30
1980,80+ years,Female,13716.50
1980,80+ years,Both,13900.50
1980,All ages,Male,658.40
1980,All ages,Female,560.60
1980,All ages,Both,610.10
1990,0-6 days,Male,94616.60
1990,0-6 days,Female,68536.40
1990,0-6 days,Both,81834.80
1990,7-27 days,Male,10285.40
1990,7-27 days,Female,9118.60
1990,7-27 days,Both,9714.80
1990,28-364 days,Male,1845.50
1990,28-364 days,Female,1775.10
1990,28-364 days,Both,1811.10
1990,1-4 years,Male,256.80
1990,1-4 years,Female,230.30
1990,1-4 years,Both,243.80
1990,5-9 years,Male,70.50
1990,5-9 years,Female,56.20
1990,5-9 years,Both,63.40
1990,10-14 years,Male,54.40
1990,10-14 years,Female,41.60
1990,10-14 years,Both,48.10
1990,15-19 years,Male,105.90
1990,15-19 years,Female,66.10
1990,15-19 years,Both,86.30
1990,20-24 years,Male,155.50
1990,20-24 years,Female,86.00
1990,20-24 years,Both,121.10
1990,25-29 years,Male,167.90
1990,25-29 years,Female,102.90
1990,25-29 years,Both,135.60
1990,30-34 years,Male,192.00
1990,30-34 years,Female,130.50
1990,30-34 years,Both,161.30
1990,35-39 years,Male,250.20
1990,35-39 years,Female,187.20
1990,35-39 years,Both,218.40
1990,40-44 years,Male,345.40
1990,40-44 years,Female,255.40
1990,40-44 years,Both,303.40
1990,45-49 years,Male,510.90
1990,45-49 years,Female,368.90
1990,45-49 years,Both,441.70
1990,50-54 years,Male,791.80
1990,50-54 years,Female,556.70
1990,50-54 years,Both,676.00
1990,55-59 years,Male,1221.40
1990,55-59 years,Female,815.20
1990,55-59 years,Both,1019.20
1990,60-64 years,Male,1949.50
1990,60-64 years,Female,1324.70
1990,60-64 years,Both,1619.90
1990,65-69 years,Male,2990.40
1990,65-69 years,Female,2117.30
1990,65-69 years,Both,2493.80
1990,70-74 years,Male,4631.10
1990,70-74 years,Female,3578.60
1990,70-74 years,Both,4044.70
1990,75-79 years,Male,7105.00
1990,75-79 years,Female,5903.30
1990,75-79 years,Both,6439.70
1990,80+ years,Male,13278.80
1990,80+ years,Female,12165.40
1990,80+ years,Both,12651.10
1990,All ages,Male,492.00
1990,All ages,Female,410.00
1990,All ages,Both,451.50
2000,0-6 days,Male,79577.30
2000,0-6 days,Female,58279.50
2000,0-6 days,Both,69208.50
2000,7-27 days,Male,7352.30
2000,7-27 days,Female,6602.70
2000,7-27 days,Both,6985.90
2000,28-364 days,Male,1252.00
2000,28-364 days,Female,1238.80
2000,28-364 days,Both,1245.50
2000,1-4 years,Male,179.80
2000,1-4 years,Female,157.70
2000,1-4 years,Both,169.00
2000,5-9 years,Male,56.30
2000,5-9 years,Female,44.80
2000,5-9 years,Both,50.70
2000,10-14 years,Male,45.00
2000,10-14 years,Female,30.70
2000,10-14 years,Both,38.00
2000,15-19 years,Male,91.90
2000,15-19 years,Female,48.20
2000,15-19 years,Both,70.40
2000,20-24 years,Male,135.80
2000,20-24 years,Female,61.00
2000,20-24 years,Both,99.00
2000,25-29 years,Male,146.20
2000,25-29 years,Female,71.50
2000,25-29 years,Both,109.30
2000,30-34 years,Male,166.30
2000,30-34 years,Female,91.90
2000,30-34 years,Both,129.40
2000,35-39 years,Male,215.20
2000,35-39 years,Female,128.20
2000,35-39 years,Both,171.90
2000,40-44 years,Male,297.40
2000,40-44 years,Female,185.80
2000,40-44 years,Both,241.70
2000,45-49 years,Male,440.50
2000,45-49 years,Female,279.00
2000,45-49 years,Both,358.80
2000,50-54 years,Male,685.90
2000,50-54 years,Female,428.20
2000,50-54 years,Both,564.80
2000,55-59 years,Male,1072.20
2000,55-59 years,Female,637.80
2000,55-59 years,Both,857.90
2000,60-64 years,Male,1743.70
2000,60-64 years,Female,1051.10
2000,60-64 years,Both,1395.20
2000,65-69 years,Male,2714.50
2000,65-69 years,Female,1703.00
2000,65-69 years,Both,2194.00
2000,70-74 years,Male,4241.70
2000,70-74 years,Female,2901.50
2000,70-74 years,Both,3504.30
2000,75-79 years,Male,6581.50
2000,75-79 years,Female,4912.40
2000,75-79 years,Both,5585.70
2000,80+ years,Male,12575.50
2000,80+ years,Female,10730.20
2000,80+ years,Both,11477.90
2000,All ages,Male,393.50
2000,All ages,Female,306.40
2000,All ages,Both,350.60
2010,0-6 days,Male,65520.10
2010,0-6 days,Female,49188.40
2010,0-6 days,Both,57545.80
2010,7-27 days,Male,5654.30
2010,7-27 days,Female,5053.00
2010,7-27 days,Both,5360.50
2010,28-364 days,Male,902.90
2010,28-364 days,Female,902.30
2010,28-364 days,Both,902.60
2010,1-4 years,Male,139.60
2010,1-4 years,Female,120.70
2010,1-4 years,Both,130.40
2010,5-9 years,Male,46.30
2010,5-9 years,Female,36.90
2010,5-9 years,Both,41.70
2010,10-14 years,Male,41.80
2010,10-14 years,Female,27.80
2010,10-14 years,Both,34.90
2010,15-19 years,Male,101.30
2010,15-19 years,Female,46.00
2010,15-19 years,Both,74.20
2010,20-24 years,Male,151.40
2010,20-24 years,Female,57.10
2010,20-24 years,Both,105.10
2010,25-29 years,Male,162.60
2010,25-29 years,Female,66.60
2010,25-29 years,Both,115.40
2010,30-34 years,Male,187.20
2010,30-34 years,Female,86.50
2010,30-34 years,Both,137.50
2010,35-39 years,Male,253.30
2010,35-39 years,Female,125.30
2010,35-39 years,Both,190.00
2010,40-44 years,Male,349.70
2010,40-44 years,Female,182.10
2010,40-44 years,Both,266.50
2010,45-49 years,Male,517.30
2010,45-49 years,Female,274.00
2010,45-49 years,Both,396.00
2010,50-54 years,Male,801.70
2010,50-54 years,Female,421.00
2010,50-54 years,Both,610.80
2010,55-59 years,Male,1236.30
2010,55-59 years,Female,627.60
2010,55-59 years,Both,924.70
2010,60-64 years,Male,1959.70
2010,60-64 years,Female,1030.60
2010,60-64 years,Both,1514.30
2010,65-69 years,Male,3006.00
2010,65-69 years,Female,1671.50
2010,65-69 years,Both,2324.60
2010,70-74 years,Male,4654.90
2010,70-74 years,Female,2849.10
2010,70-74 years,Both,3703.60
2010,75-79 years,Male,7140.20
2010,75-79 years,Female,4833.00
2010,75-79 years,Both,5881.30
2010,80+ years,Male,13124.50
2010,80+ years,Female,10740.10
2010,80+ years,Both,11674.80
2010,All ages,Male,411.20
2010,All ages,Female,286.40
2010,All ages,Both,349.70
1970,0-6 days,Male,126911.00
1970,0-6 days,Female,93841.10
1970,0-6 days,Both,110811.20
1970,7-27 days,Male,18846.50
1970,7-27 days,Female,15313.60
1970,7-27 days,Both,17119.30
1970,28-364 days,Male,3515.40
1970,28-364 days,Female,3259.00
1970,28-364 days,Both,3389.90
1970,1-4 years,Male,570.20
1970,1-4 years,Female,528.10
1970,1-4 years,Both,549.60
1970,5-9 years,Male,109.20
1970,5-9 years,Female,87.20
1970,5-9 years,Both,98.50
1970,10-14 years,Male,72.40
1970,10-14 years,Female,46.70
1970,10-14 years,Both,60.60
1970,15-19 years,Male,115.60
1970,15-19 years,Female,64.20
1970,15-19 years,Both,97.30
1970,20-24 years,Male,166.10
1970,20-24 years,Female,87.30
1970,20-24 years,Both,144.60
1970,25-29 years,Male,180.40
1970,25-29 years,Female,104.90
1970,25-29 years,Both,161.20
1970,30-34 years,Male,205.30
1970,30-34 years,Female,130.40
1970,30-34 years,Both,185.70
1970,35-39 years,Male,257.80
1970,35-39 years,Female,165.80
1970,35-39 years,Both,233.60
1970,40-44 years,Male,355.90
1970,40-44 years,Female,230.20
1970,40-44 years,Both,322.90
1970,45-49 years,Male,526.30
1970,45-49 years,Female,336.40
1970,45-49 years,Both,470.70
1970,50-54 years,Male,814.90
1970,50-54 years,Female,510.20
1970,50-54 years,Both,718.50
1970,55-59 years,Male,1253.40
1970,55-59 years,Female,751.00
1970,55-59 years,Both,1059.90
1970,60-64 years,Male,2005.40
1970,60-64 years,Female,1243.70
1970,60-64 years,Both,1669.40
1970,65-69 years,Male,3064.50
1970,65-69 years,Female,1994.80
1970,65-69 years,Both,2566.60
1970,70-74 years,Male,4734.30
1970,70-74 years,Female,3378.70
1970,70-74 years,Both,4080.10
1970,75-79 years,Male,7241.90
1970,75-79 years,Female,5611.10
1970,75-79 years,Both,6431.30
1970,80+ years,Male,13188.70
1970,80+ years,Female,11789.90
1970,80+ years,Both,12424.50
1970,All ages,Male,539.80
1970,All ages,Female,580.80
1970,All ages,Both,554.60
1980,0-6 days,Male,76585.40
1980,0-6 days,Female,56665.20
1980,0-6 days,Both,66874.30
1980,7-27 days,Male,6737.70
1980,7-27 days,Female,6099.60
1980,7-27 days,Both,6425.40
1980,28-364 days,Male,1123.20
1980,28-364 days,Female,1129.90
1980,28-364 days,Both,1126.50
1980,1-4 years,Male,170.20
1980,1-4 years,Female,150.40
1980,1-4 years,Both,160.50
1980,5-9 years,Male,53.20
1980,5-9 years,Female,42.60
1980,5-9 years,Both,48.00
1980,10-14 years,Male,48.40
1980,10-14 years,Female,32.80
1980,10-14 years,Both,40.90
1980,15-19 years,Male,116.80
1980,15-19 years,Female,54.10
1980,15-19 years,Both,91.20
1980,20-24 years,Male,174.40
1980,20-24 years,Female,68.50
1980,20-24 years,Both,140.10
1980,25-29 years,Male,187.60
1980,25-29 years,Female,80.70
1980,25-29 years,Both,157.40
1980,30-34 years,Male,217.60
1980,30-34 years,Female,103.80
1980,30-34 years,Both,185.90
1980,35-39 years,Male,299.50
1980,35-39 years,Female,150.40
1980,35-39 years,Both,256.00
1980,40-44 years,Male,413.00
1980,40-44 years,Female,212.60
1980,40-44 years,Both,356.40
1980,45-49 years,Male,609.90
1980,45-49 years,Female,314.20
1980,45-49 years,Both,529.40
1980,50-54 years,Male,940.50
1980,50-54 years,Female,478.90
1980,50-54 years,Both,814.40
1980,55-59 years,Male,1430.90
1980,55-59 years,Female,708.30
1980,55-59 years,Both,1217.00
1980,60-64 years,Male,2222.30
1980,60-64 years,Female,1155.80
1980,60-64 years,Both,1866.80
1980,65-69 years,Male,3356.40
1980,65-69 years,Female,1862.70
1980,65-69 years,Both,2719.80
1980,70-74 years,Male,5147.50
1980,70-74 years,Female,3164.10
1980,70-74 years,Both,4267.60
1980,75-79 years,Male,7799.40
1980,75-79 years,Female,5301.90
1980,75-79 years,Both,6673.30
1980,80+ years,Male,14345.10
1980,80+ years,Female,12050.80
1980,80+ years,Both,13207.10
1980,All ages,Male,418.80
1980,All ages,Female,307.10
1980,All ages,Both,377.50
1990,0-6 days,Male,41654.60
1990,0-6 days,Female,33774.20
1990,0-6 days,Both,37826.90
1990,7-27 days,Male,4000.70
1990,7-27 days,Female,3398.80
1990,7-27 days,Both,3707.90
1990,28-364 days,Male,537.40
1990,28-364 days,Female,521.20
1990,28-364 days,Both,529.50
1990,1-4 years,Male,91.00
1990,1-4 years,Female,76.00
1990,1-4 years,Both,83.70
1990,5-9 years,Male,32.90
1990,5-9 years,Female,26.30
1990,5-9 years,Both,29.70
1990,10-14 years,Male,27.50
1990,10-14 years,Female,25.60
1990,10-14 years,Both,26.60
1990,15-19 years,Male,60.00
1990,15-19 years,Female,47.70
1990,15-19 years,Both,54.80
1990,20-24 years,Male,90.00
1990,20-24 years,Female,57.50
1990,20-24 years,Both,78.00
1990,25-29 years,Male,96.50
1990,25-29 years,Female,66.90
1990,25-29 years,Both,89.00
1990,30-34 years,Male,107.80
1990,30-34 years,Female,88.10
1990,30-34 years,Both,103.60
1990,35-39 years,Male,135.80
1990,35-39 years,Female,138.30
1990,35-39 years,Both,136.40
1990,40-44 years,Male,187.60
1990,40-44 years,Female,198.20
1990,40-44 years,Both,190.10
1990,45-49 years,Male,278.50
1990,45-49 years,Female,295.30
1990,45-49 years,Both,282.20
1990,50-54 years,Male,438.70
1990,50-54 years,Female,451.60
1990,50-54 years,Both,441.70
1990,55-59 years,Male,711.10
1990,55-59 years,Female,670.50
1990,55-59 years,Both,700.80
1990,60-64 years,Male,1232.40
1990,60-64 years,Female,1086.90
1990,60-64 years,Both,1191.40
1990,65-69 years,Male,2000.00
1990,65-69 years,Female,1758.20
1990,65-69 years,Both,1922.40
1990,70-74 years,Male,3202.90
1990,70-74 years,Female,2992.10
1990,70-74 years,Both,3119.60
1990,75-79 years,Male,5132.20
1990,75-79 years,Female,5048.50
1990,75-79 years,Both,5094.60
1990,80+ years,Male,11450.20
1990,80+ years,Female,12534.50
1990,80+ years,Both,11924.00
1990,All ages,Male,219.60
1990,All ages,Female,211.40
1990,All ages,Both,216.90
2000,0-6 days,Male,29015.90
2000,0-6 days,Female,24220.20
2000,0-6 days,Both,26672.80
2000,7-27 days,Male,3276.90
2000,7-27 days,Female,2819.10
2000,7-27 days,Both,3052.50
2000,28-364 days,Male,450.60
2000,28-364 days,Female,425.80
2000,28-364 days,Both,438.40
2000,1-4 years,Male,70.60
2000,1-4 years,Female,59.00
2000,1-4 years,Both,64.90
2000,5-9 years,Male,26.90
2000,5-9 years,Female,21.60
2000,5-9 years,Both,24.30
2000,10-14 years,Male,24.00
2000,10-14 years,Female,21.80
2000,10-14 years,Both,23.00
2000,15-19 years,Male,57.10
2000,15-19 years,Female,41.60
2000,15-19 years,Both,50.10
2000,20-24 years,Male,86.60
2000,20-24 years,Female,49.20
2000,20-24 years,Both,70.70
2000,25-29 years,Male,93.20
2000,25-29 years,Female,56.90
2000,25-29 years,Both,83.50
2000,30-34 years,Male,104.50
2000,30-34 years,Female,75.70
2000,30-34 years,Both,96.70
2000,35-39 years,Male,133.20
2000,35-39 years,Female,120.80
2000,35-39 years,Both,129.40
2000,40-44 years,Male,183.50
2000,40-44 years,Female,176.40
2000,40-44 years,Both,181.60
2000,45-49 years,Male,271.80
2000,45-49 years,Female,266.20
2000,45-49 years,Both,270.50
2000,50-54 years,Male,427.70
2000,50-54 years,Female,409.00
2000,50-54 years,Both,423.40
2000,55-59 years,Male,694.10
2000,55-59 years,Female,611.10
2000,55-59 years,Both,673.10
2000,60-64 years,Male,1204.10
2000,60-64 years,Female,993.60
2000,60-64 years,Both,1140.40
2000,65-69 years,Male,1959.30
2000,65-69 years,Female,1615.70
2000,65-69 years,Both,1850.50
2000,70-74 years,Male,3142.70
2000,70-74 years,Female,2755.80
2000,70-74 years,Both,3005.10
2000,75-79 years,Male,5046.10
2000,75-79 years,Female,4694.10
2000,75-79 years,Both,4920.80
2000,80+ years,Male,11988.40
2000,80+ years,Female,12428.50
2000,80+ years,Both,12162.10
2000,All ages,Male,238.90
2000,All ages,Female,193.70
2000,All ages,Both,223.10
2010,0-6 days,Male,17017.20
2010,0-6 days,Female,14285.30
2010,0-6 days,Both,15678.80
2010,7-27 days,Male,2309.70
2010,7-27 days,Female,2064.30
2010,7-27 days,Both,2189.40
2010,28-364 days,Male,321.60
2010,28-364 days,Female,316.70
2010,28-364 days,Both,319.20
2010,1-4 years,Male,48.80
2010,1-4 years,Female,41.90
2010,1-4 years,Both,45.40
2010,5-9 years,Male,19.50
2010,5-9 years,Female,16.10
2010,5-9 years,Both,17.80
2010,10-14 years,Male,17.80
2010,10-14 years,Female,12.40
2010,10-14 years,Both,15.20
2010,15-19 years,Male,43.40
2010,15-19 years,Female,21.70
2010,15-19 years,Both,35.50
2010,20-24 years,Male,66.70
2010,20-24 years,Female,25.00
2010,20-24 years,Both,57.70
2010,25-29 years,Male,72.10
2010,25-29 years,Female,28.30
2010,25-29 years,Both,62.90
2010,30-34 years,Male,80.20
2010,30-34 years,Female,38.20
2010,30-34 years,Both,72.10
2010,35-39 years,Male,100.00
2010,35-39 years,Female,55.60
2010,35-39 years,Both,92.20
2010,40-44 years,Male,136.90
2010,40-44 years,Female,90.50
2010,40-44 years,Both,128.80
2010,45-49 years,Male,202.20
2010,45-49 years,Female,147.00
2010,45-49 years,Both,192.50
2010,50-54 years,Male,319.50
2010,50-54 years,Female,232.60
2010,50-54 years,Both,300.70
2010,55-59 years,Male,529.70
2010,55-59 years,Female,359.50
2010,55-59 years,Both,488.60
2010,60-64 years,Male,960.90
2010,60-64 years,Female,612.00
2010,60-64 years,Both,873.20
2010,65-69 years,Male,1604.80
2010,65-69 years,Female,1021.00
2010,65-69 years,Both,1387.50
2010,70-74 years,Male,2612.10
2010,70-74 years,Female,1758.90
2010,70-74 years,Both,2385.60
2010,75-79 years,Male,4277.20
2010,75-79 years,Female,3144.40
2010,75-79 years,Both,3820.70
2010,80+ years,Male,10861.30
2010,80+ years,Female,9684.60
2010,80+ years,Both,10355.20
2010,All ages,Male,151.00
2010,All ages,Female,114.60
2010,All ages,Both,142.10
1970,0-6 days,Male,50512.30
1970,0-6 days,Female,32602.90
1970,0-6 days,Both,41814.00
1970,7-27 days,Male,13192.20
1970,7-27 days,Female,10529.20
1970,7-27 days,Both,11897.20
1970,28-364 days,Male,4012.10
1970,28-364 days,Female,3312.60
1970,28-364 days,Both,3671.50
1970,1-4 years,Male,324.80
1970,1-4 years,Female,276.80
1970,1-4 years,Both,301.40
1970,5-9 years,Male,86.50
1970,5-9 years,Female,62.00
1970,5-9 years,Both,74.60
1970,10-14 years,Male,72.80
1970,10-14 years,Female,44.80
1970,10-14 years,Both,59.10
1970,15-19 years,Male,111.90
1970,15-19 years,Female,64.70
1970,15-19 years,Both,88.80
1970,20-24 years,Male,157.50
1970,20-24 years,Female,89.20
1970,20-24 years,Both,124.00
1970,25-29 years,Male,163.70
1970,25-29 years,Female,99.60
1970,25-29 years,Both,131.80
1970,30-34 years,Male,211.30
1970,30-34 years,Female,129.10
1970,30-34 years,Both,170.20
1970,35-39 years,Male,266.00
1970,35-39 years,Female,167.90
1970,35-39 years,Both,217.10
1970,40-44 years,Male,378.20
1970,40-44 years,Female,237.20
1970,40-44 years,Both,307.40
1970,45-49 years,Male,553.80
1970,45-49 years,Female,349.10
1970,45-49 years,Both,445.50
1970,50-54 years,Male,896.20
1970,50-54 years,Female,570.80
1970,50-54 years,Both,716.30
1970,55-59 years,Male,1427.30
1970,55-59 years,Female,857.70
1970,55-59 years,Both,1119.50
1970,60-64 years,Male,2326.30
1970,60-64 years,Female,1415.10
1970,60-64 years,Both,1842.10
1970,65-69 years,Male,3735.10
1970,65-69 years,Female,2491.90
1970,65-69 years,Both,3064.50
1970,70-74 years,Male,6252.00
1970,70-74 years,Female,4634.80
1970,70-74 years,Both,5318.60
1970,75-79 years,Male,9867.50
1970,75-79 years,Female,8330.80
1970,75-79 years,Both,8934.40
1970,80+ years,Male,17832.40
1970,80+ years,Female,17541.40
1970,80+ years,Both,17648.40
1970,All ages,Male,1011.30
1970,All ages,Female,936.00
1970,All ages,Both,973.00
1980,0-6 days,Male,41844.90
1980,0-6 days,Female,26746.90
1980,0-6 days,Both,34514.20
1980,7-27 days,Male,8509.00
1980,7-27 days,Female,6868.30
1980,7-27 days,Both,7711.80
1980,28-364 days,Male,2397.80
1980,28-364 days,Female,2034.10
1980,28-364 days,Both,2220.90
1980,1-4 years,Male,171.10
1980,1-4 years,Female,143.40
1980,1-4 years,Both,157.60
1980,5-9 years,Male,81.10
1980,5-9 years,Female,50.70
1980,5-9 years,Both,66.30
1980,10-14 years,Male,59.80
1980,10-14 years,Female,32.30
1980,10-14 years,Both,46.30
1980,15-19 years,Male,107.90
1980,15-19 years,Female,55.60
1980,15-19 years,Both,82.30
1980,20-24 years,Male,148.80
1980,20-24 years,Female,77.00
1980,20-24 years,Both,113.60
1980,25-29 years,Male,172.00
1980,25-29 years,Female,95.00
1980,25-29 years,Both,134.00
1980,30-34 years,Male,213.50
1980,30-34 years,Female,110.80
1980,30-34 years,Both,162.60
1980,35-39 years,Male,326.80
1980,35-39 years,Female,160.60
1980,35-39 years,Both,243.60
1980,40-44 years,Male,486.60
1980,40-44 years,Female,227.10
1980,40-44 years,Both,356.00
1980,45-49 years,Male,721.40
1980,45-49 years,Female,359.00
1980,45-49 years,Both,539.70
1980,50-54 years,Male,1068.40
1980,50-54 years,Female,543.40
1980,50-54 years,Both,801.80
1980,55-59 years,Male,1604.30
1980,55-59 years,Female,885.90
1980,55-59 years,Both,1219.30
1980,60-64 years,Male,2396.60
1980,60-64 years,Female,1363.80
1980,60-64 years,Both,1813.60
1980,65-69 years,Male,3879.70
1980,65-69 years,Female,2438.20
1980,65-69 years,Both,3068.60
1980,70-74 years,Male,5703.10
1980,70-74 years,Female,4092.40
1980,70-74 years,Both,4801.50
1980,75-79 years,Male,9186.50
1980,75-79 years,Female,7483.20
1980,75-79 years,Both,8215.60
1980,80+ years,Male,17311.90
1980,80+ years,Female,16463.80
1980,80+ years,Both,16789.40
1980,All ages,Male,1081.70
1980,All ages,Female,946.00
1980,All ages,Both,1013.00
1990,0-6 days,Male,39867.80
1990,0-6 days,Female,25515.70
1990,0-6 days,Both,32899.30
1990,7-27 days,Male,7480.80
1990,7-27 days,Female,6053.00
1990,7-27 days,Both,6786.80
1990,28-364 days,Male,2062.10
1990,28-364 days,Female,1761.40
1990,28-364 days,Both,1915.80
1990,1-4 years,Male,149.10
1990,1-4 years,Female,124.90
1990,1-4 years,Both,137.30
1990,5-9 years,Male,74.60
1990,5-9 years,Female,50.40
1990,5-9 years,Both,62.80
1990,10-14 years,Male,61.00
1990,10-14 years,Female,34.70
1990,10-14 years,Both,48.10
1990,15-19 years,Male,97.50
1990,15-19 years,Female,48.30
1990,15-19 years,Both,73.40
1990,20-24 years,Male,139.30
1990,20-24 years,Female,60.60
1990,20-24 years,Both,100.70
1990,25-29 years,Male,173.10
