Year,Age Group,Sex,"Death Rate Per 100,000"
1970,5-9 years,Male,173.50
1970,5-9 years,Female,145.20
1970,5-9 years,Both,159.50
1970,10-14 years,Male,104.80
1970,10-14 years,Female,74.90
1970,10-14 years,Both,90.10
1970,15-19 years,Male,146.80
1970,15-19 years,Female,109.40
1970,15-19 years,Both,128.30
1970,20-24 years,Male,235.00
1970,20-24 years,Female,143.90
1970,20-24 years,Both,189.60
1970,25-29 years,Male,287.50
1970,25-29 years,Female,181.10
1970,25-29 years,Both,233.80
1970,30-34 years,Male,348.10
1970,30-34 years,Female,248.50
1970,30-34 years,Both,296.90
1970,35-39 years,Male,443.90
1970,35-39 years,Female,386.50
1970,35-39 years,Both,414.10
1970,40-44 years,Male,521.50
1970,40-44 years,Female,442.20
1970,40-44 years,Both,480.50
1970,45-49 years,Male,644.30
1970,45-49 years,Female,508.10
1970,45-49 years,Both,574.40
1970,50-54 years,Male,928.20
1970,50-54 years,Female,747.50
1970,50-54 years,Both,835.50
1970,55-59 years,Male,1252.50
1970,55-59 years,Female,911.90
1970,55-59 years,Both,1076.20
1970,60-64 years,Male,2005.30
1970,60-64 years,Female,1521.70
1970,60-64 years,Both,1751.00
1970,65-69 years,Male,2839.70
1970,65-69 years,Female,2140.30
1970,65-69 years,Both,2468.90
1970,70-74 years,Male,4926.10
1970,70-74 years,Female,3611.80
1970,70-74 years,Both,4201.30
1970,75-79 years,Male,6306.20
1970,75-79 years,Female,4580.10
1970,75-79 years,Both,5329.10
1970,80+ years,Male,10696.60
1970,80+ years,Female,8391.10
1970,80+ years,Both,9332.50
1970,All ages,Male,773.10
1970,All ages,Female,631.30
1970,All ages,Both,701.90
1980,0-6 days,Male,66149.40
1980,0-6 days,Female,47120.70
1980,0-6 days,Both,56855.80
1980,7-27 days,Male,10029.30
1980,7-27 days,Female,7891.10
1980,7-27 days,Both,8984.20
1980,28-364 days,Male,2615.40
1980,28-364 days,Female,2212.90
1980,28-364 days,Both,2418.50
1980,1-4 years,Male,427.60
1980,1-4 years,Female,376.10
1980,1-4 years,Both,402.40
1980,5-9 years,Male,79.70
1980,5-9 years,Female,63.00
1980,5-9 years,Both,71.50
1980,10-14 years,Male,68.70
1980,10-14 years,Female,44.40
1980,10-14 years,Both,56.70
1980,15-19 years,Male,153.30
1980,15-19 years,Female,81.10
1980,15-19 years,Both,117.70
1980,20-24 years,Male,289.60
1980,20-24 years,Female,107.60
1980,20-24 years,Both,199.20
1980,25-29 years,Male,328.00
1980,25-29 years,Female,122.90
1980,25-29 years,Both,224.80
1980,30-34 years,Male,345.70
1980,30-34 years,Female,153.50
1980,30-34 years,Both,247.60
1980,35-39 years,Male,428.90
1980,35-39 years,Female,242.70
1980,35-39 years,Both,332.50
1980,40-44 years,Male,508.20
1980,40-44 years,Female,333.90
1980,40-44 years,Both,417.40
1980,45-49 years,Male,655.90
1980,45-49 years,Female,468.20
1980,45-49 years,Both,557.50
1980,50-54 years,Male,912.90
1980,50-54 years,Female,677.60
1980,50-54 years,Both,789.80
1980,55-59 years,Male,1165.80
1980,55-59 years,Female,871.00
1980,55-59 years,Both,1011.90
1980,60-64 years,Male,1863.00
1980,60-64 years,Female,1421.60
1980,60-64 years,Both,1630.90
1980,65-69 years,Male,2630.00
1980,65-69 years,Female,1973.00
1980,65-69 years,Both,2279.50
1980,70-74 years,Male,4148.90
1980,70-74 years,Female,3133.30
1980,70-74 years,Both,3596.40
1980,75-79 years,Male,6492.80
1980,75-79 years,Female,4877.10
1980,75-79 years,Both,5602.20
1980,80+ years,Male,13068.90
1980,80+ years,Female,10718.40
1980,80+ years,Both,11689.50
1980,All ages,Male,627.30
1980,All ages,Female,486.50
1980,All ages,Both,556.60
1990,0-6 days,Male,53328.70
1990,0-6 days,Female,38145.60
1990,0-6 days,Both,45917.30
1990,7-27 days,Male,6232.70
1990,7-27 days,Female,4959.50
1990,7-27 days,Both,5610.80
1990,28-364 days,Male,1500.10
1990,28-364 days,Female,1313.30
1990,28-364 days,Both,1408.80
1990,1-4 years,Male,242.50
1990,1-4 years,Female,210.40
1990,1-4 years,Both,226.80
1990,5-9 years,Male,51.10
1990,5-9 years,Female,35.70
1990,5-9 years,Both,43.50
1990,10-14 years,Male,57.50
1990,10-14 years,Female,34.20
1990,10-14 years,Both,46.00
1990,15-19 years,Male,245.10
1990,15-19 years,Female,67.90
1990,15-19 years,Both,157.70
1990,20-24 years,Male,435.10
1990,20-24 years,Female,83.40
1990,20-24 years,Both,260.20
1990,25-29 years,Male,480.10
1990,25-29 years,Female,97.40
1990,25-29 years,Both,287.70
1990,30-34 years,Male,475.90
1990,30-34 years,Female,114.40
1990,30-34 years,Both,291.90
1990,35-39 years,Male,490.00
1990,35-39 years,Female,159.60
1990,35-39 years,Both,319.80
1990,40-44 years,Male,501.80
1990,40-44 years,Female,214.20
1990,40-44 years,Both,352.50
1990,45-49 years,Male,648.90
1990,45-49 years,Female,351.80
1990,45-49 years,Both,493.10
1990,50-54 years,Male,926.60
1990,50-54 years,Female,570.10
1990,50-54 years,Both,738.10
1990,55-59 years,Male,1300.30
1990,55-59 years,Female,839.20
1990,55-59 years,Both,1054.20
1990,60-64 years,Male,2017.80
1990,60-64 years,Female,1295.10
1990,60-64 years,Both,1630.50
1990,65-69 years,Male,2646.70
1990,65-69 years,Female,1803.20
1990,65-69 years,Both,2191.90
1990,70-74 years,Male,4216.80
1990,70-74 years,Female,2945.30
1990,70-74 years,Both,3519.40
1990,75-79 years,Male,6319.10
1990,75-79 years,Female,4425.40
1990,75-79 years,Both,5250.00
1990,80+ years,Male,12580.60
1990,80+ years,Female,9863.70
1990,80+ years,Both,10963.20
1990,All ages,Male,632.70
1990,All ages,Female,407.70
1990,All ages,Both,519.30
2000,0-6 days,Male,47214.40
2000,0-6 days,Female,34314.00
2000,0-6 days,Both,40918.10
2000,7-27 days,Male,4944.60
2000,7-27 days,Female,3968.10
2000,7-27 days,Both,4467.60
2000,28-364 days,Male,1135.70
2000,28-364 days,Female,1006.70
2000,28-364 days,Both,1072.60
2000,1-4 years,Male,197.00
2000,1-4 years,Female,168.20
2000,1-4 years,Both,182.90
2000,5-9 years,Male,42.00
2000,5-9 years,Female,31.00
2000,5-9 years,Both,36.60
2000,10-14 years,Male,55.10
2000,10-14 years,Female,35.30
2000,10-14 years,Both,45.40
2000,15-19 years,Male,286.60
2000,15-19 years,Female,76.20
2000,15-19 years,Both,182.90
2000,20-24 years,Male,458.40
2000,20-24 years,Female,79.50
2000,20-24 years,Both,269.40
2000,25-29 years,Male,458.50
2000,25-29 years,Female,85.70
2000,25-29 years,Both,269.70
2000,30-34 years,Male,412.10
2000,30-34 years,Female,98.40
2000,30-34 years,Both,251.40
2000,35-39 years,Male,434.80
2000,35-39 years,Female,132.40
2000,35-39 years,Both,278.60
2000,40-44 years,Male,470.70
2000,40-44 years,Female,185.50
2000,40-44 years,Both,322.40
2000,45-49 years,Male,547.60
2000,45-49 years,Female,262.60
2000,45-49 years,Both,398.40
2000,50-54 years,Male,724.80
2000,50-54 years,Female,409.50
2000,50-54 years,Both,558.50
2000,55-59 years,Male,1118.80
2000,55-59 years,Female,676.40
2000,55-59 years,Both,882.90
2000,60-64 years,Male,1823.40
2000,60-64 years,Female,1186.50
2000,60-64 years,Both,1479.50
2000,65-69 years,Male,2802.60
2000,65-69 years,Female,1888.30
2000,65-69 years,Both,2301.70
2000,70-74 years,Male,4207.10
2000,70-74 years,Female,2852.90
2000,70-74 years,Both,3455.30
2000,75-79 years,Male,5973.10
2000,75-79 years,Female,4218.40
2000,75-79 years,Both,4978.20
2000,80+ years,Male,12919.10
2000,80+ years,Female,10553.20
2000,80+ years,Both,11493.40
2000,All ages,Male,628.20
2000,All ages,Female,410.80
2000,All ages,Both,518.00
2010,0-6 days,Male,39506.30
2010,0-6 days,Female,29490.60
2010,0-6 days,Both,34620.00
2010,7-27 days,Male,4178.80
2010,7-27 days,Female,3303.70
2010,7-27 days,Both,3751.50
2010,28-364 days,Male,881.90
2010,28-364 days,Female,782.60
2010,28-364 days,Both,833.40
2010,1-4 years,Male,161.00
2010,1-4 years,Female,135.30
2010,1-4 years,Both,148.50
2010,5-9 years,Male,37.60
2010,5-9 years,Female,27.20
2010,5-9 years,Both,32.50
2010,10-14 years,Male,40.80
2010,10-14 years,Female,27.90
2010,10-14 years,Both,34.50
2010,15-19 years,Male,164.60
2010,15-19 years,Female,55.90
2010,15-19 years,Both,111.10
2010,20-24 years,Male,293.20
2010,20-24 years,Female,63.60
2010,20-24 years,Both,179.30
2010,25-29 years,Male,312.40
2010,25-29 years,Female,66.80
2010,25-29 years,Both,189.10
2010,30-34 years,Male,298.10
2010,30-34 years,Female,74.50
2010,30-34 years,Both,184.30
2010,35-39 years,Male,287.10
2010,35-39 years,Female,100.00
2010,35-39 years,Both,190.50
2010,40-44 years,Male,317.00
2010,40-44 years,Female,139.40
2010,40-44 years,Both,224.60
2010,45-49 years,Male,407.90
2010,45-49 years,Female,212.20
2010,45-49 years,Both,305.50
2010,50-54 years,Male,559.00
2010,50-54 years,Female,320.60
2010,50-54 years,Both,433.40
2010,55-59 years,Male,815.80
2010,55-59 years,Female,494.10
2010,55-59 years,Both,644.90
2010,60-64 years,Male,1366.70
2010,60-64 years,Female,855.20
2010,60-64 years,Both,1091.90
2010,65-69 years,Male,2431.20
2010,65-69 years,Female,1542.80
2010,65-69 years,Both,1945.70
2010,70-74 years,Male,3912.10
2010,70-74 years,Female,2603.50
2010,70-74 years,Both,3180.60
2010,75-79 years,Male,6361.90
2010,75-79 years,Female,4242.70
2010,75-79 years,Both,5142.60
2010,80+ years,Male,12689.90
2010,80+ years,Female,10462.70
2010,80+ years,Both,11331.80
2010,All ages,Male,571.10
2010,All ages,Female,419.30
2010,All ages,Both,494.00
1970,0-6 days,Male,248497.00
1970,0-6 days,Female,182687.50
1970,0-6 days,Both,216225.00
1970,7-27 days,Male,52111.00
1970,7-27 days,Female,46329.00
1970,7-27 days,Both,49277.60
1970,28-364 days,Male,7735.90
1970,28-364 days,Female,5927.10
1970,28-364 days,Both,6847.50
1970,1-4 years,Male,1808.30
1970,1-4 years,Female,1447.40
1970,1-4 years,Both,1630.40
1970,5-9 years,Male,246.90
1970,5-9 years,Female,196.30
1970,5-9 years,Both,221.90
1970,10-14 years,Male,161.00
1970,10-14 years,Female,166.60
1970,10-14 years,Both,163.80
1970,15-19 years,Male,251.70
1970,15-19 years,Female,258.90
1970,15-19 years,Both,255.30
1970,20-24 years,Male,392.70
1970,20-24 years,Female,391.90
1970,20-24 years,Both,392.30
1970,25-29 years,Male,453.90
1970,25-29 years,Female,491.80
1970,25-29 years,Both,472.80
1970,30-34 years,Male,530.60
1970,30-34 years,Female,581.70
1970,30-34 years,Both,555.90
1970,35-39 years,Male,713.70
1970,35-39 years,Female,835.30
1970,35-39 years,Both,775.00
1970,40-44 years,Male,916.10
1970,40-44 years,Female,888.80
1970,40-44 years,Both,902.30
1970,45-49 years,Male,1251.50
1970,45-49 years,Female,1068.80
1970,45-49 years,Both,1158.00
1970,50-54 years,Male,1766.80
1970,50-54 years,Female,1488.30
1970,50-54 years,Both,1622.50
1970,55-59 years,Male,2407.20
1970,55-59 years,Female,1979.10
1970,55-59 years,Both,2182.00
1970,60-64 years,Male,3557.50
1970,60-64 years,Female,3246.80
1970,60-64 years,Both,3392.10
1970,65-69 years,Male,4902.20
1970,65-69 years,Female,4737.10
1970,65-69 years,Both,4811.90
1970,70-74 years,Male,7023.70
1970,70-74 years,Female,7220.30
1970,70-74 years,Both,7134.20
1970,75-79 years,Male,9738.20
1970,75-79 years,Female,10191.60
1970,75-79 years,Both,9999.50
1970,80+ years,Male,15543.50
1970,80+ years,Female,16336.10
1970,80+ years,Both,16021.10
1970,All ages,Male,1588.60
1970,All ages,Female,1418.80
1970,All ages,Both,1503.70
1980,0-6 days,Male,233306.10
1980,0-6 days,Female,173854.40
1980,0-6 days,Both,204267.00
1980,7-27 days,Male,47214.80
1980,7-27 days,Female,41913.80
1980,7-27 days,Both,44615.50
1980,28-364 days,Male,7093.10
1980,28-364 days,Female,5460.80
1980,28-364 days,Both,6291.70
1980,1-4 years,Male,1626.20
1980,1-4 years,Female,1297.00
1980,1-4 years,Both,1464.20
1980,5-9 years,Male,228.40
1980,5-9 years,Female,182.10
1980,5-9 years,Both,205.40
1980,10-14 years,Male,149.90
1980,10-14 years,Female,155.00
1980,10-14 years,Both,152.40
1980,15-19 years,Male,238.50
1980,15-19 years,Female,244.80
1980,15-19 years,Both,241.70
1980,20-24 years,Male,372.90
1980,20-24 years,Female,367.70
1980,20-24 years,Both,370.30
1980,25-29 years,Male,430.70
1980,25-29 years,Female,459.90
1980,25-29 years,Both,445.20
1980,30-34 years,Male,502.50
1980,30-34 years,Female,546.00
1980,30-34 years,Both,523.90
1980,35-39 years,Male,674.80
1980,35-39 years,Female,787.80
1980,35-39 years,Both,731.20
1980,40-44 years,Male,866.50
1980,40-44 years,Female,844.90
1980,40-44 years,Both,855.70
1980,45-49 years,Male,1184.60
1980,45-49 years,Female,1021.60
1980,45-49 years,Both,1101.40
1980,50-54 years,Male,1675.10
1980,50-54 years,Female,1426.30
1980,50-54 years,Both,1546.60
1980,55-59 years,Male,2292.30
1980,55-59 years,Female,1901.90
1980,55-59 years,Both,2087.30
1980,60-64 years,Male,3397.40
1980,60-64 years,Female,3107.60
1980,60-64 years,Both,3242.10
1980,65-69 years,Male,4707.50
1980,65-69 years,Female,4547.40
1980,65-69 years,Both,4619.60
1980,70-74 years,Male,6769.40
1980,70-74 years,Female,6946.70
1980,70-74 years,Both,6868.80
1980,75-79 years,Male,9426.00
1980,75-79 years,Female,9852.50
1980,75-79 years,Both,9674.10
1980,80+ years,Male,15068.90
1980,80+ years,Female,15840.80
1980,80+ years,Both,15543.60
1980,All ages,Male,1497.60
1980,All ages,Female,1342.70
1980,All ages,Both,1420.20
1990,0-6 days,Male,194798.60
1990,0-6 days,Female,147034.50
1990,0-6 days,Both,172014.30
1990,7-27 days,Male,33333.40
1990,7-27 days,Female,29108.20
1990,7-27 days,Both,31262.90
1990,28-364 days,Male,5118.60
1990,28-364 days,Female,4045.40
1990,28-364 days,Both,4592.10
1990,1-4 years,Male,991.30
1990,1-4 years,Female,777.10
1990,1-4 years,Both,886.10
1990,5-9 years,Male,174.10
1990,5-9 years,Female,140.00
1990,5-9 years,Both,157.20
1990,10-14 years,Male,122.30
1990,10-14 years,Female,128.40
1990,10-14 years,Both,125.40
1990,15-19 years,Male,215.90
1990,15-19 years,Female,216.70
1990,15-19 years,Both,216.30
1990,20-24 years,Male,341.30
1990,20-24 years,Female,316.60
1990,20-24 years,Both,329.00
1990,25-29 years,Male,392.90
1990,25-29 years,Female,392.10
1990,25-29 years,Both,392.50
1990,30-34 years,Male,458.20
1990,30-34 years,Female,471.90
1990,30-34 years,Both,465.00
1990,35-39 years,Male,622.10
1990,35-39 years,Female,704.20
1990,35-39 years,Both,663.00
1990,40-44 years,Male,799.50
1990,40-44 years,Female,767.90
1990,40-44 years,Both,783.80
1990,45-49 years,Male,1094.00
1990,45-49 years,Female,938.70
1990,45-49 years,Both,1015.70
1990,50-54 years,Male,1551.10
1990,50-54 years,Female,1317.40
1990,50-54 years,Both,1432.50
1990,55-59 years,Male,2136.80
1990,55-59 years,Female,1766.10
1990,55-59 years,Both,1943.30
1990,60-64 years,Male,3172.70
1990,60-64 years,Female,2850.40
1990,60-64 years,Both,3001.00
1990,65-69 years,Male,4434.20
1990,65-69 years,Female,4195.90
1990,65-69 years,Both,4303.90
1990,70-74 years,Male,6412.40
1990,70-74 years,Female,6439.70
1990,70-74 years,Both,6427.80
1990,75-79 years,Male,8987.60
1990,75-79 years,Female,9223.20
1990,75-79 years,Both,9124.90
1990,80+ years,Male,14429.30
1990,80+ years,Female,15007.30
1990,80+ years,Both,14783.20
1990,All ages,Male,1061.90
1990,All ages,Female,985.90
1990,All ages,Both,1024.00
2000,0-6 days,Male,161686.90
2000,0-6 days,Female,121934.30
2000,0-6 days,Both,142233.50
2000,7-27 days,Male,21958.60
2000,7-27 days,Female,19956.40
2000,7-27 days,Both,20978.40
2000,28-364 days,Male,3444.90
2000,28-364 days,Female,2712.10
2000,28-364 days,Both,3086.00
2000,1-4 years,Male,595.10
2000,1-4 years,Female,465.50
2000,1-4 years,Both,531.50
2000,5-9 years,Male,129.00
2000,5-9 years,Female,104.20
2000,5-9 years,Both,116.80
2000,10-14 years,Male,99.50
2000,10-14 years,Female,108.30
2000,10-14 years,Both,103.90
2000,15-19 years,Male,200.80
2000,15-19 years,Female,198.00
2000,15-19 years,Both,199.40
2000,20-24 years,Male,322.00
2000,20-24 years,Female,279.90
2000,20-24 years,Both,301.10
2000,25-29 years,Male,369.30
2000,25-29 years,Female,343.50
2000,25-29 years,Both,356.40
2000,30-34 years,Male,431.90
2000,30-34 years,Female,420.20
2000,30-34 years,Both,426.10
2000,35-39 years,Male,600.60
2000,35-39 years,Female,663.80
2000,35-39 years,Both,632.00
2000,40-44 years,Male,772.10
2000,40-44 years,Female,730.10
2000,40-44 years,Both,751.10
2000,45-49 years,Male,1056.80
2000,45-49 years,Female,897.70
2000,45-49 years,Both,977.00
2000,50-54 years,Male,1500.10
2000,50-54 years,Female,1263.30
2000,50-54 years,Both,1381.40
2000,55-59 years,Male,2072.40
2000,55-59 years,Female,1698.40
2000,55-59 years,Both,1879.90
2000,60-64 years,Male,3069.90
2000,60-64 years,Female,2706.50
2000,60-64 years,Both,2880.00
2000,65-69 years,Male,4308.20
2000,65-69 years,Female,3997.80
2000,65-69 years,Both,4139.80
2000,70-74 years,Male,6246.60
2000,70-74 years,Female,6152.00
2000,70-74 years,Both,6193.70
2000,75-79 years,Male,8782.50
2000,75-79 years,Female,8862.60
2000,75-79 years,Both,8828.90
2000,80+ years,Male,14410.70
2000,80+ years,Female,14856.70
2000,80+ years,Both,14684.10
2000,All ages,Male,904.00
2000,All ages,Female,848.60
2000,All ages,Both,876.40
2010,0-6 days,Male,138016.40
2010,0-6 days,Female,103111.60
2010,0-6 days,Both,120733.90
2010,7-27 days,Male,15817.70
2010,7-27 days,Female,15089.30
2010,7-27 days,Both,15471.30
2010,28-364 days,Male,2471.00
2010,28-364 days,Female,1955.30
2010,28-364 days,Both,2218.50
2010,1-4 years,Male,384.70
2010,1-4 years,Female,300.60
2010,1-4 years,Both,343.50
2010,5-9 years,Male,102.40
2010,5-9 years,Female,83.00
2010,5-9 years,Both,92.90
2010,10-14 years,Male,84.40
2010,10-14 years,Female,92.70
2010,10-14 years,Both,88.50
2010,15-19 years,Male,187.90
2010,15-19 years,Female,178.90
2010,15-19 years,Both,183.50
2010,20-24 years,Male,304.10
2010,20-24 years,Female,246.00
2010,20-24 years,Both,275.40
2010,25-29 years,Male,347.80
2010,25-29 years,Female,299.30
2010,25-29 years,Both,323.70
2010,30-34 years,Male,407.10
2010,30-34 years,Female,371.10
2010,30-34 years,Both,389.20
2010,35-39 years,Male,574.20
2010,35-39 years,Female,609.90
2010,35-39 years,Both,592.00
2010,40-44 years,Male,738.40
2010,40-44 years,Female,679.60
2010,40-44 years,Both,709.10
2010,45-49 years,Male,1011.20
2010,45-49 years,Female,842.80
2010,45-49 years,Both,926.90
2010,50-54 years,Male,1437.30
2010,50-54 years,Female,1190.90
2010,50-54 years,Both,1312.80
2010,55-59 years,Male,1993.20
2010,55-59 years,Female,1607.60
2010,55-59 years,Both,1796.30
2010,60-64 years,Male,2952.80
2010,60-64 years,Female,2536.20
2010,60-64 years,Both,2738.50
2010,65-69 years,Male,4164.30
2010,65-69 years,Female,3763.10
2010,65-69 years,Both,3950.30
2010,70-74 years,Male,6057.50
2010,70-74 years,Female,5810.20
2010,70-74 years,Both,5922.30
2010,75-79 years,Male,8548.50
2010,75-79 years,Female,8432.30
2010,75-79 years,Both,8482.10
2010,80+ years,Male,14250.10
2010,80+ years,Female,14516.80
2010,80+ years,Both,14411.70
2010,All ages,Male,782.30
2010,All ages,Female,726.80
2010,All ages,Both,754.70
1970,0-6 days,Male,126883.10
1970,0-6 days,Female,107638.40
1970,0-6 days,Both,117395.00
1970,7-27 days,Male,25760.40
1970,7-27 days,Female,16350.50
1970,7-27 days,Both,21088.90
1970,28-364 days,Male,5541.30
1970,28-364 days,Female,4664.30
1970,28-364 days,Both,5107.90
1970,1-4 years,Male,1208.30
1970,1-4 years,Female,991.10
1970,1-4 years,Both,1100.80
1970,5-9 years,Male,172.60
1970,5-9 years,Female,143.50
1970,5-9 years,Both,158.10
1970,10-14 years,Male,105.30
1970,10-14 years,Female,84.40
1970,10-14 years,Both,94.90
1970,15-19 years,Male,158.40
1970,15-19 years,Female,126.20
1970,15-19 years,Both,142.00
1970,20-24 years,Male,245.40
1970,20-24 years,Female,179.00
1970,20-24 years,Both,211.20
1970,25-29 years,Male,283.10
1970,25-29 years,Female,215.40
1970,25-29 years,Both,247.50
1970,30-34 years,Male,319.60
1970,30-34 years,Female,256.50
1970,30-34 years,Both,284.30
1970,35-39 years,Male,406.40
1970,35-39 years,Female,340.70
1970,35-39 years,Both,369.60
1970,40-44 years,Male,516.10
1970,40-44 years,Female,407.40
1970,40-44 years,Both,457.60
1970,45-49 years,Male,706.70
1970,45-49 years,Female,528.30
1970,45-49 years,Both,613.10
1970,50-54 years,Male,1016.40
1970,50-54 years,Female,754.80
1970,50-54 years,Both,878.00
1970,55-59 years,Male,1452.30
1970,55-59 years,Female,1040.90
1970,55-59 years,Both,1234.80
1970,60-64 years,Male,2241.70
1970,60-64 years,Female,1695.60
1970,60-64 years,Both,1956.10
1970,65-69 years,Male,3261.20
1970,65-69 years,Female,2523.40
1970,65-69 years,Both,2858.30
1970,70-74 years,Male,4953.20
1970,70-74 years,Female,4054.40
1970,70-74 years,Both,4419.40
1970,75-79 years,Male,7309.00
1970,75-79 years,Female,6129.40
1970,75-79 years,Both,6564.70
1970,80+ years,Male,13312.50
1970,80+ years,Female,12116.30
1970,80+ years,Both,12546.60
1970,All ages,Male,1032.70
1970,All ages,Female,870.00
1970,All ages,Both,948.80
1980,0-6 days,Male,102967.20
1980,0-6 days,Female,87041.00
1980,0-6 days,Both,94746.40
1980,7-27 days,Male,15217.50
1980,7-27 days,Female,10284.50
1980,7-27 days,Both,12785.00
1980,28-364 days,Male,3373.00
1980,28-364 days,Female,2801.10
1980,28-364 days,Both,3090.60
1980,1-4 years,Male,576.60
1980,1-4 years,Female,473.20
1980,1-4 years,Both,525.50
1980,5-9 years,Male,114.80
1980,5-9 years,Female,96.00
1980,5-9 years,Both,105.60
1980,10-14 years,Male,78.10
1980,10-14 years,Female,62.20
1980,10-14 years,Both,70.20
1980,15-19 years,Male,136.70
1980,15-19 years,Female,100.80
1980,15-19 years,Both,118.70
1980,20-24 years,Male,215.20
1980,20-24 years,Female,137.20
1980,20-24 years,Both,170.90
1980,25-29 years,Male,247.10
1980,25-29 years,Female,162.20
1980,25-29 years,Both,194.60
1980,30-34 years,Male,278.50
1980,30-34 years,Female,197.20
1980,30-34 years,Both,230.20
1980,35-39 years,Male,358.80
1980,35-39 years,Female,269.90
1980,35-39 years,Both,303.50
1980,40-44 years,Male,456.10
1980,40-44 years,Female,335.50
1980,40-44 years,Both,380.10
1980,45-49 years,Male,625.50
1980,45-49 years,Female,445.90
1980,45-49 years,Both,517.60
1980,50-54 years,Male,903.40
1980,50-54 years,Female,644.00
1980,50-54 years,Both,756.90
1980,55-59 years,Male,1305.80
1980,55-59 years,Female,897.80
1980,55-59 years,Both,1079.80
1980,60-64 years,Male,2032.80
1980,60-64 years,Female,1451.70
1980,60-64 years,Both,1711.70
1980,65-69 years,Male,2996.60
1980,65-69 years,Female,2181.20
1980,65-69 years,Both,2548.70
1980,70-74 years,Male,4589.00
1980,70-74 years,Female,3525.60
1980,70-74 years,Both,4010.10
1980,75-79 years,Male,6838.50
1980,75-79 years,Female,5421.60
1980,75-79 years,Both,6027.70
1980,80+ years,Male,12064.10
1980,80+ years,Female,10582.30
1980,80+ years,Both,11119.30
1980,All ages,Male,807.70
1980,All ages,Female,646.20
1980,All ages,Both,721.90
1990,0-6 days,Male,91886.20
1990,0-6 days,Female,75527.20
1990,0-6 days,Both,83800.00
1990,7-27 days,Male,11749.70
1990,7-27 days,Female,8284.10
1990,7-27 days,Both,10041.30
1990,28-364 days,Male,2560.30
1990,28-364 days,Female,2146.90
1990,28-364 days,Both,2356.20
1990,1-4 years,Male,403.20
1990,1-4 years,Female,327.40
1990,1-4 years,Both,365.70
1990,5-9 years,Male,92.60
1990,5-9 years,Female,77.20
1990,5-9 years,Both,84.90
1990,10-14 years,Male,71.90
1990,10-14 years,Female,44.50
1990,10-14 years,Both,58.30
1990,15-19 years,Male,151.10
1990,15-19 years,Female,71.10
1990,15-19 years,Both,112.30
1990,20-24 years,Male,239.90
1990,20-24 years,Female,93.90
1990,20-24 years,Both,164.80
1990,25-29 years,Male,275.00
1990,25-29 years,Female,108.70
1990,25-29 years,Both,188.90
1990,30-34 years,Male,313.10
1990,30-34 years,Female,134.00
1990,30-34 years,Both,213.70
1990,35-39 years,Male,419.10
1990,35-39 years,Female,178.40
1990,35-39 years,Both,270.30
1990,40-44 years,Male,532.30
1990,40-44 years,Female,236.10
1990,40-44 years,Both,360.10
1990,45-49 years,Male,728.90
1990,45-49 years,Female,326.90
1990,45-49 years,Both,476.00
1990,50-54 years,Male,1048.00
1990,50-54 years,Female,480.80
1990,50-54 years,Both,691.70
1990,55-59 years,Male,1496.00
1990,55-59 years,Female,682.60
1990,55-59 years,Both,1015.50
1990,60-64 years,Male,2280.50
1990,60-64 years,Female,1113.30
1990,60-64 years,Both,1639.70
1990,65-69 years,Male,3314.90
1990,65-69 years,Female,1697.00
1990,65-69 years,Both,2447.80
1990,70-74 years,Male,5031.80
1990,70-74 years,Female,2764.30
1990,70-74 years,Both,3771.20
1990,75-79 years,Male,7417.70
1990,75-79 years,Female,4365.00
1990,75-79 years,Both,5671.70
1990,80+ years,Male,12394.80
1990,80+ years,Female,8703.50
1990,80+ years,Both,10200.20
1990,All ages,Male,775.70
1990,All ages,Female,523.20
1990,All ages,Both,644.00
2000,0-6 days,Male,75400.00
2000,0-6 days,Female,61381.60
2000,0-6 days,Both,68478.00
2000,7-27 days,Male,7931.70
2000,7-27 days,Female,5637.50
2000,7-27 days,Both,6791.10
2000,28-364 days,Male,1627.50
2000,28-364 days,Female,1393.10
2000,28-364 days,Both,1511.80
2000,1-4 years,Male,246.10
2000,1-4 years,Female,196.10
2000,1-4 years,Both,221.40
2000,5-9 years,Male,67.90
2000,5-9 years,Female,56.40
2000,5-9 years,Both,62.10
2000,10-14 years,Male,56.20
2000,10-14 years,Female,34.30
2000,10-14 years,Both,45.20
2000,15-19 years,Male,130.40
2000,15-19 years,Female,57.60
2000,15-19 years,Both,94.10
2000,20-24 years,Male,210.10
2000,20-24 years,Female,73.50
2000,20-24 years,Both,141.20
2000,25-29 years,Male,239.80
2000,25-29 years,Female,83.80
2000,25-29 years,Both,163.00
2000,30-34 years,Male,273.00
2000,30-34 years,Female,105.10
2000,30-34 years,Both,187.10
2000,35-39 years,Male,371.50
2000,35-39 years,Female,144.20
2000,35-39 years,Both,253.50
2000,40-44 years,Male,472.20
2000,40-44 years,Female,196.40
2000,40-44 years,Both,319.10
2000,45-49 years,Male,647.30
2000,45-49 years,Female,277.20
2000,45-49 years,Both,429.10
2000,50-54 years,Male,933.00
2000,50-54 years,Female,411.20
2000,50-54 years,Both,638.00
2000,55-59 years,Male,1342.20
2000,55-59 years,Female,588.80
2000,55-59 years,Both,859.90
2000,60-64 years,Male,2063.10
2000,60-64 years,Female,961.50
2000,60-64 years,Both,1370.20
2000,65-69 years,Male,3030.30
