Date,Open,High,Low,Close,Adj Close,Volume
3/5/2020,73.879997253,74.887496948,72.852500916,73.230003357,71.512313843,187572800
3/6/2020,70.500000000,72.705001831,70.307502747,72.257499695,70.562660217,226176800
3/9/2020,65.937500000,69.522499084,65.750000000,66.542503357,64.981681824,286744800
3/10/2020,69.285003662,71.610000610,67.342498779,71.334999084,69.661773682,285290000
3/11/2020,69.347503662,70.305000305,67.964996338,68.857498169,67.242385864,255598800
3/12/2020,63.985000610,67.500000000,62.000000000,62.057498932,60.601890564,418474000
3/13/2020,66.222503662,69.980003357,63.237499237,69.492500305,67.862495422,370732000
3/16/2020,60.487499237,64.769996643,60.000000000,60.552501678,59.132194519,322423600
3/17/2020,61.877498627,64.402496338,59.599998474,63.215000153,61.732242584,324056000
3/18/2020,59.942501068,62.500000000,59.279998779,61.667499542,60.221031189,300233600
3/19/2020,61.847499847,63.209999084,60.652500153,61.194999695,59.759624481,271857200
3/20/2020,61.794998169,62.957500458,57.000000000,57.310001373,55.965755463,401693200
3/23/2020,57.020000458,57.125000000,53.152500153,56.092498779,54.776809692,336752800
3/24/2020,59.090000153,61.922500610,58.575000763,61.720001221,60.272304535,287531200
3/25/2020,62.687500000,64.562500000,61.075000763,61.380001068,59.940284729,303602000
3/26/2020,61.630001068,64.669998169,61.590000153,64.610000610,63.094516754,252087200
3/27/2020,63.187500000,63.967498779,61.762500763,61.935001373,60.482257843,204216800
3/30/2020,62.685001373,63.880001068,62.349998474,63.702499390,62.208305359,167976400
3/31/2020,63.900001526,65.622497559,63.000000000,63.572498322,62.081352234,197002000
4/1/2020,61.625000000,62.180000305,59.782501221,60.227500916,58.814807892,176218400
4/2/2020,60.084999084,61.287498474,59.224998474,61.232498169,59.796241760,165934000
4/3/2020,60.700000763,61.424999237,59.742500305,60.352500916,58.936885834,129880000
4/6/2020,62.724998474,65.777496338,62.345001221,65.617500305,64.078384399,201820400
4/7/2020,67.699996948,67.925003052,64.750000000,64.857498169,63.336208344,202887200
4/8/2020,65.684997559,66.842498779,65.307502747,66.517501831,64.957275391,168895200
4/9/2020,67.175003052,67.517501831,66.175003052,66.997497559,65.426010132,161834800
4/13/2020,67.077499390,68.425003052,66.457496643,68.312500000,66.710182190,131022800
4/14/2020,70.000000000,72.062500000,69.512496948,71.762496948,70.079238892,194994800
4/15/2020,70.599998474,71.582496643,70.157501221,71.107498169,69.439605713,131154400
4/16/2020,71.845001221,72.050003052,70.587501526,71.672500610,69.991355896,157125200
4/17/2020,71.172500610,71.737503052,69.214996338,70.699996948,69.041679382,215250000
4/20/2020,69.487503052,70.419998169,69.212501526,69.232498169,67.608604431,130015200
4/21/2020,69.069999695,69.312500000,66.357498169,67.092498779,65.518783569,180991600
4/22/2020,68.402496338,69.474998474,68.050003052,69.025001526,67.405960083,116862400
4/23/2020,68.967498779,70.437500000,68.717498779,68.757499695,67.144729614,124814400
4/24/2020,69.300003052,70.752502441,69.250000000,70.742500305,69.083175659,126161200
4/27/2020,70.449996948,71.135002136,69.987503052,70.792503357,69.132011414,117087600
4/28/2020,71.269996643,71.457496643,69.550003052,69.644996643,68.011413574,112004800
4/29/2020,71.182502747,72.417503357,70.972503662,71.932502747,70.245277405,137280800
4/30/2020,72.489997864,73.632499695,72.087501526,73.449996948,71.727157593,183064000
5/1/2020,71.562500000,74.750000000,71.462501526,72.267501831,70.572410583,240616800
5/4/2020,72.292503357,73.422500610,71.580001831,73.290000916,71.570915222,133568000
5/5/2020,73.764999390,75.250000000,73.614997864,74.389999390,72.645118713,147751200
5/6/2020,75.114997864,75.809997559,74.717498779,75.157501221,73.394638062,142333600
5/7/2020,75.805000305,76.292503357,75.492500305,75.934997559,74.153877258,115215200
5/8/2020,76.410003662,77.587501526,76.072502136,77.532501221,75.918869019,133838400
5/11/2020,77.025001526,79.262496948,76.809997559,78.752502441,77.113479614,145946400
5/12/2020,79.457496643,79.922500610,77.727500916,77.852500916,76.232208252,162301200
5/13/2020,78.037498474,78.987503052,75.802497864,76.912498474,75.311775208,200622400
5/14/2020,76.127502441,77.447502136,75.382499695,77.385002136,75.774436951,158929200
5/15/2020,75.087501526,76.974998474,75.052497864,76.927497864,75.326446533,166348400
5/18/2020,78.292503357,79.125000000,77.580001831,78.739997864,77.101226807,135178400
5/19/2020,78.757499695,79.629997253,78.252502441,78.285003662,76.655700684,101729600
5/20/2020,79.169998169,79.879997253,79.129997253,79.807502747,78.146507263,111504800
5/21/2020,79.665000916,80.222503662,78.967498779,79.212501526,77.563896179,102688800
5/22/2020,78.942497253,79.807502747,78.837501526,79.722503662,78.063301086,81803200
5/26/2020,80.875000000,81.059997559,79.125000000,79.182502747,77.534545898,125522000
5/27/2020,79.035003662,79.677497864,78.272499084,79.527496338,77.872344971,112945200
5/28/2020,79.192497253,80.860000610,78.907501221,79.562500000,77.906616211,133560800
5/29/2020,79.812500000,80.287498474,79.117500305,79.485000610,77.830734253,153532400
6/1/2020,79.437500000,80.587501526,79.302497864,80.462501526,78.787887573,80791200
6/2/2020,80.187500000,80.860000610,79.732498169,80.834999084,79.152618408,87642800
6/3/2020,81.165000916,81.550003052,80.574996948,81.279998779,79.588371277,104491200
6/4/2020,81.097503662,81.404998779,80.194999695,80.580001831,78.902954102,87560400
6/5/2020,80.837501526,82.937500000,80.807502747,82.875000000,81.150192261,137250400
6/8/2020,82.562500000,83.400001526,81.830001831,83.364997864,81.629974365,95654400
6/9/2020,83.035003662,86.402496338,83.002502441,85.997497559,84.207695007,147712400
6/10/2020,86.974998474,88.692497253,86.522499084,88.209999084,86.374137878,166651600
6/11/2020,87.327499390,87.764999390,83.870002747,83.974998474,82.227279663,201662400
6/12/2020,86.180000305,86.949996948,83.555000305,84.699996948,82.937194824,200146000
6/15/2020,83.312500000,86.419998169,83.144996643,85.747497559,83.962890625,138808800
6/16/2020,87.864997864,88.300003052,86.180000305,88.019996643,86.188102722,165428800
6/17/2020,88.787498474,88.849998474,87.772499084,87.897499084,86.068130493,114406400
6/18/2020,87.852500916,88.362503052,87.305000305,87.932502747,86.102432251,96820400
6/19/2020,88.660003662,89.139999390,86.287498474,87.430000305,85.610374451,264476000
6/22/2020,87.834999084,89.864997864,87.787498474,89.717498779,87.850288391,135445200
6/23/2020,91.000000000,93.095001221,90.567497253,91.632499695,89.725410461,212155600
6/24/2020,91.250000000,92.197502136,89.629997253,90.014999390,88.141578674,192623200
6/25/2020,90.175003052,91.250000000,89.392501831,91.209999084,89.311698914,137522400
6/26/2020,91.102500916,91.330001831,88.254997253,88.407501221,86.567527771,205256800
6/29/2020,88.312500000,90.542503357,87.819999695,90.444999695,88.562622070,130646000
6/30/2020,90.019996643,91.495002747,90.000000000,91.199996948,89.301910400,140223200
7/1/2020,91.279998779,91.839996338,90.977500916,91.027496338,89.133003235,110737200
7/2/2020,91.962501526,92.617500305,90.910003662,91.027496338,89.133003235,114041600
7/6/2020,92.500000000,93.944999695,92.467498779,93.462501526,91.517326355,118655600
7/7/2020,93.852500916,94.654998779,93.057502747,93.172500610,91.233367920,112424400
7/8/2020,94.180000305,95.375000000,94.089996338,95.342498779,93.358192444,117092000
7/9/2020,96.262496948,96.317497253,94.672500610,95.752502441,93.759681702,125642800
7/10/2020,95.334999084,95.980003357,94.705001831,95.919998169,93.923690796,90257200
7/13/2020,97.264999390,99.955001831,95.257499695,95.477500916,93.490394592,191649200
7/14/2020,94.839996338,97.254997253,93.877502441,97.057502747,95.037528992,170989200
7/15/2020,98.989997864,99.247497559,96.489997864,97.724998474,95.691123962,153198000
7/16/2020,96.562500000,97.404998779,95.904998779,96.522499084,94.513648987,110577600
7/17/2020,96.987503052,97.147499084,95.839996338,96.327499390,94.322708130,92186800
7/20/2020,96.417503357,98.500000000,96.062500000,98.357498169,96.310455322,90318000
7/21/2020,99.172500610,99.250000000,96.742500305,97.000000000,94.981193542,103433200
7/22/2020,96.692497253,97.974998474,96.602500916,97.272499084,95.248031616,89001600
7/23/2020,96.997497559,97.077499390,92.010002136,92.845001221,90.912681580,197004400
7/24/2020,90.987503052,92.970001221,89.144996643,92.614997864,90.687469482,185438800
7/27/2020,93.709999084,94.904998779,93.480003357,94.809997559,92.836784363,121214000
7/28/2020,94.367500305,94.550003052,93.247497559,93.252502441,91.311706543,103625600
7/29/2020,93.750000000,95.230003357,93.712501526,95.040000916,93.061996460,90329200
7/30/2020,94.187500000,96.297500610,93.767501831,96.190002441,94.188056946,158130000
7/31/2020,102.885002136,106.415000916,100.824996948,106.260002136,104.048484802,374336800
8/3/2020,108.199996948,111.637496948,107.892501831,108.937500000,106.670257568,308151200
8/4/2020,109.132499695,110.790000916,108.387496948,109.665000916,107.382621765,173071600
8/5/2020,109.377502441,110.392501831,108.897499084,110.062500000,107.771850586,121776800
8/6/2020,110.404998779,114.412498474,109.797500610,113.902496338,111.531929016,202428800
8/7/2020,113.205001831,113.675003052,110.292503357,111.112503052,108.996162415,198045600
8/10/2020,112.599998474,113.775001526,110.000000000,112.727500916,110.580398560,212403600
8/11/2020,111.970001221,112.482498169,109.107498169,109.375000000,107.291755676,187902400
8/12/2020,110.497497559,113.275001526,110.297500610,113.010002136,110.857528687,165598000
8/13/2020,114.430000305,116.042503357,113.927497864,115.010002136,112.819427490,210082000
8/14/2020,114.830001831,115.000000000,113.044998169,114.907501221,112.718872070,165565200
8/17/2020,116.062500000,116.087501526,113.962501526,114.607498169,112.424598694,119561600
8/18/2020,114.352500916,116.000000000,114.007499695,115.562500000,113.361396790,105633600
8/19/2020,115.982498169,117.162498474,115.610000610,115.707496643,113.503623962,145538000
8/20/2020,115.750000000,118.392501831,115.732498169,118.275001526,116.022232056,126907200
8/21/2020,119.262496948,124.867500305,119.250000000,124.370002747,122.001144409,338054800
8/24/2020,128.697494507,128.785003662,123.937500000,125.857498169,123.460304260,345937600
8/25/2020,124.697502136,125.180000305,123.052497864,124.824996948,122.447471619,211495600
8/26/2020,126.180000305,126.992500305,125.082496643,126.522499084,124.112632751,163022400
8/27/2020,127.142501831,127.485000610,123.832496643,125.010002136,122.628952026,155552400
8/28/2020,126.012496948,126.442497253,124.577499390,124.807502747,122.430320740,187630000
8/31/2020,127.580001831,131.000000000,126.000000000,129.039993286,126.582199097,225702700
9/1/2020,132.759994507,134.800003052,130.529998779,134.179992676,131.624267578,151948100
9/2/2020,137.589996338,137.979995728,127.000000000,131.399993896,128.897247314,200119000
9/3/2020,126.910003662,128.839996338,120.500000000,120.879997253,118.577613831,257599600
9/4/2020,120.069999695,123.699996948,110.889999390,120.959999084,118.656082153,332607200
9/8/2020,113.949996948,118.989997864,112.680000305,112.819999695,110.671127319,231366600
9/9/2020,117.260002136,119.139999390,115.260002136,117.319999695,115.085426331,176940500
9/10/2020,120.360000610,120.500000000,112.500000000,113.489997864,111.328361511,182274400
9/11/2020,114.569999695,115.230003357,110.000000000,112.000000000,109.866752625,180860300
9/14/2020,114.720001221,115.930000305,112.800003052,115.360000610,113.162750244,140150100
9/15/2020,118.330001831,118.830001831,113.610000610,115.540000916,113.339340210,184642000
9/16/2020,115.230003357,116.000000000,112.040000916,112.129997253,109.994270325,154679000
9/17/2020,109.720001221,112.199996948,108.709999084,110.339996338,108.238357544,178011000
9/18/2020,110.400001526,110.879997253,106.089996338,106.839996338,104.805030823,287104900
9/21/2020,104.540000916,110.190002441,103.099998474,110.080001831,107.983322144,195713800
9/22/2020,112.680000305,112.860000610,109.160003662,111.809997559,109.680381775,183055400
9/23/2020,111.620002747,112.110000610,106.769996643,107.120002747,105.079704285,150718700
9/24/2020,105.169998169,110.250000000,105.000000000,108.220001221,106.158737183,167743300
9/25/2020,108.430000305,112.440002441,107.669998169,112.279998779,110.141426086,149981400
9/28/2020,115.010002136,115.319999695,112.779998779,114.959999084,112.770370483,137672400
9/29/2020,114.550003052,115.309997559,113.569999695,114.089996338,111.916931152,99382200
9/30/2020,113.790000916,117.260002136,113.620002747,115.809997559,113.604187012,142675200
10/1/2020,117.639999390,117.720001221,115.830001831,116.790000916,114.565513611,116120400
10/2/2020,112.889999390,115.370002747,112.220001221,113.019996643,110.867317200,144712000
10/5/2020,113.910003662,116.650001526,113.550003052,116.500000000,114.281059265,106243800
10/6/2020,115.699996948,116.120002747,112.250000000,113.160003662,111.004676819,161498200
10/7/2020,114.620002747,115.550003052,114.129997253,115.080001831,112.888084412,96849000
10/8/2020,116.250000000,116.400001526,114.589996338,114.970001221,112.780181885,83477200
10/9/2020,115.279998779,117.000000000,114.919998169,116.970001221,114.742103577,100506900
10/12/2020,120.059997559,125.180000305,119.279998779,124.400001526,122.030570984,240226800
10/13/2020,125.269996643,125.389999390,119.650001526,121.099998474,118.793426514,262330500
10/14/2020,121.000000000,123.029998779,119.620002747,121.190002441,118.881721497,150712000
10/15/2020,118.720001221,121.199996948,118.150001526,120.709999084,118.410858154,112559200
10/16/2020,121.279998779,121.550003052,118.809997559,119.019996643,116.753028870,115393800
10/19/2020,119.959999084,120.419998169,115.660003662,115.980003357,113.770957947,120639300
10/20/2020,116.199996948,118.980003357,115.629997253,117.510002136,115.271812439,124423700
10/21/2020,116.669998169,118.709999084,116.449996948,116.870002747,114.644012451,89946000
10/22/2020,117.449996948,118.040000916,114.589996338,115.750000000,113.545326233,101988000
10/23/2020,116.389999390,116.550003052,114.279998779,115.040000916,112.848854065,82572600
10/26/2020,114.010002136,116.550003052,112.879997253,115.050003052,112.858665466,111850700
10/27/2020,115.489997864,117.279998779,114.540000916,116.599998474,114.379135132,92276800
10/28/2020,115.050003052,115.430000305,111.099998474,111.199996948,109.081985474,143937800
10/29/2020,112.370002747,116.930000305,112.199996948,115.319999695,113.123512268,146129200
10/30/2020,111.059997559,111.989997864,107.720001221,108.860000610,106.786567688,190272600
11/2/2020,109.110000610,110.680000305,107.319999695,108.769996643,106.698280334,122866900
11/3/2020,109.660003662,111.489997864,108.730003357,110.440002441,108.336463928,107624400
11/4/2020,114.139999390,115.589996338,112.349998474,114.949996948,112.760574341,138235500
11/5/2020,117.949996948,119.620002747,116.870002747,119.029998779,116.762832642,126387100
11/6/2020,118.319999695,119.199996948,116.129997253,118.690002441,116.630210876,114457900
